seniority,onsite,hybrid,remote
intern,21.37811863985191,-6.57548132988373,-20.090309744523033
entry,10.520657844164816,-4.807288524740401,-8.972211154590209
mid,-0.976091961734568,0.8985342946247817,0.5690149164667285
senior,-5.520341363761249,3.0165043358777344,4.420260024652064
staff,-12.23121454969412,4.128046053564703,11.28137897970148
principal,1.0505972692209888,-3.31032058611296,0.7515395993885021
