role,gs_n,entry_pct,mid_pct,senior_pct
Data Scientist,522,1.7241379310344827,15.708812260536398,82.56704980842912
Software Engineer / IT,35567,1.96811651249754,29.215283830517052,68.8165996569854
Computer Science (1550),622,4.501607717041801,19.292604501607716,76.20578778135048
IT Management (2210),34945,1.9230218915438546,29.39190155959365,68.6850765488625
